Time,Amplitude
0.262,-0.08794310116524684
0.264,-0.13706264860199624
0.266,-0.20020895579690035
0.268,-0.27811459901320745
0.27,-0.37106748342910667
0.272,-0.4788926255731747
0.274,-0.6009451313585642
0.276,-0.7361145915571689
0.278,-0.8828408531453983
0.28,-1.0391408621562506
0.28200000000000003,-1.2026460174789744
0.28400000000000003,-1.3706492313004863
0.28600000000000003,-1.5401606661431038
0.28800000000000003,-1.7079709158759797
0.29,-1.8707202232922349
0.292,-2.0249721838509673
0.294,-2.16729027726162
0.296,-2.294315498222943
0.298,-2.402843326450834
0.3,-2.4898982848827798
0.302,-2.5528043834677643
0.304,-2.5892498331734037
0.306,-2.5973445388222576
0.308,-2.5756690373272333
0.31,-2.523313736280268
0.312,-2.4399075224164033
0.314,-2.325635045388511
0.316,-2.181242234222486
0.318,-2.0080298660894558
0.32,-1.807835273705444
0.322,-1.583002542722674
0.324,-1.3363418079184781
0.326,-1.0710785009959436
0.328,-0.790793627866018
0.33,-0.49935635429346237
0.332,-0.20085035121075057
0.334,0.1005045090664434
0.336,0.4004334102168382
0.338,0.694689041125073
0.34,0.9791334484314244
0.342,1.249817517309026
0.34400000000000003,1.5030563585623153
0.34600000000000003,1.7354989719601597
0.34800000000000003,1.944190684073857
0.35000000000000003,2.1266270208801026
0.352,2.2807978673467537
0.354,2.405220983801513
0.356,2.498964187168858
0.358,2.561655758759128
0.36,2.5934829034700497
0.362,2.5951783520657195
0.364,2.5679954626000097
0.366,2.51367243307643
0.368,2.434386479302309
0.37,2.3326990541420574
0.372,2.211493381989399
0.374,2.073905750809111
0.376,1.923252139753248
0.378,1.7629518600906366
0.38,1.5964499487726989
0.382,1.427140076030789
0.384,1.2582897104950295
0.386,1.0929692278836605
0.388,0.9339865536740958
0.39,0.783828798538011
0.392,0.6446121807243764
0.394,0.5180413357755576
0.396,0.4053788953938825
0.398,0.30742597893101986
0.4,0.2245139882897932
0.402,0.15650783577132743
0.404,0.10282047052579135
0.406,0.062438308786497365
0.40800000000000003,0.03395692191981359
0.41000000000000003,0.015626100227994155
0.41200000000000003,0.005403194776034903
0.41400000000000003,0.0010134491880227636
0.41600000000000004,1.587270690540238e-05
0.418,-0.00012692150832420424
0.42,-0.0019765799637536385
0.422,-0.008046294191611514
0.424,-0.020729241073354387
0.426,-0.042229884779589444
0.428,-0.0744997812504633
0.43,-0.11917942270141546
0.432,-0.1775475208476197
0.434,-0.25047895655593444
0.436,-0.33841242434849506
0.438,-0.4413285771352232
0.44,-0.5587392348228863
0.442,-0.6896879655415041
0.444,-0.8327620859523497
0.446,-0.9861158634316469
0.448,-1.147504443870068
0.45,-1.3143277802978326
0.452,-1.483683605207856
0.454,-1.652428278608528
0.456,-1.8172441593110678
0.458,-1.9747119929642913
0.46,-2.1213866904208487
0.462,-2.253874786910627
0.464,-2.368911828129669
0.466,-2.4634379247690217
0.468,-2.5346697523474755
0.47000000000000003,-2.580167347707829
0.47200000000000003,-2.5978941655327037
0.47400000000000003,-2.5862690052260833
0.47600000000000003,-2.54420859718791
0.47800000000000004,-2.471159843859519
0.48,-2.367120940285649
0.482,-2.2326508461495966
0.484,-2.0688668407101307
0.486,-1.8774301579410468
0.488,-1.6605199654384877
0.49,-1.4207962112980517
0.492,-1.1613521122808255
0.494,-0.8856572885496985
0.496,-0.5974927598185569
0.498,-0.3008792001766209
0.5,-2.9391523179536475e-15
0.502,0.30087920017661507
0.504,0.5974927598185511
0.506,0.885657288549693
0.508,1.1613521122808201
0.51,1.4207962112980468
0.512,1.6605199654384832
0.514,1.8774301579410428
0.516,2.068866840710127
0.518,2.232650846149594
0.52,2.3671209402856466
0.522,2.471159843859521
0.524,2.544208597187912
0.526,2.586269005226083
0.528,2.5978941655327037
0.53,2.580167347707828
0.532,2.534669752347477
0.534,2.4634379247690195
0.536,2.368911828129671
0.538,2.2538747869106297
0.54,2.121386690420845
0.542,1.9747119929642944
0.544,1.8172441593110709
0.546,1.6524282786085234
0.548,1.4836836052078592
0.55,1.314327780297836
0.552,1.1475044438700632
0.554,0.98611586343165
0.556,0.8327620859523527
0.558,0.6896879655415002
0.56,0.5587392348228887
0.562,0.4413285771352202
0.5640000000000001,0.3384124243484925
0.5660000000000001,0.2504789565559361
0.5680000000000001,0.17754752084761793
0.5700000000000001,0.11917942270141402
0.5720000000000001,0.07449978125046408
0.5740000000000001,0.04222988477958867
0.5760000000000001,0.020729241073354276
0.578,0.008046294191611902
0.58,0.0019765799637538883
0.582,0.00012692150832424587
0.584,-1.587270690539544e-05
0.586,-0.0010134491880226526
0.588,-0.005403194776034959
0.59,-0.015626100227993878
0.592,-0.03395692191981259
0.594,-0.062438308786497476
0.596,-0.10282047052579035
0.598,-0.1565078357713251
0.6,-0.22451398828979197
0.602,-0.3074259789310182
0.604,-0.40537889539387795
0.606,-0.5180413357755552
0.608,-0.6446121807243739
0.61,-0.7838287985380047
0.612,-0.9339865536740926
0.614,-1.0929692278836574
0.616,-1.258289710495022
0.618,-1.4271400760307857
0.62,-1.5964499487726957
0.622,-1.7629518600906295
0.624,-1.923252139753245
0.626,-2.0739057508091086
0.628,-2.2114933819893996
0.63,-2.332699054142055
0.632,-2.434386479302307
0.634,-2.5136724330764304
0.636,-2.567995462600009
0.638,-2.595178352065719
0.64,-2.5934829034700493
0.642,-2.561655758759129
0.644,-2.49896418716886
0.646,-2.4052209838015126
0.648,-2.2807978673467564
0.65,-2.126627020880102
0.652,-1.9441906840738514
0.654,-1.7354989719601588
0.656,-1.5030563585623145
0.658,-1.249817517309019
0.66,-0.9791334484314231
0.662,-0.6946890411250718
0.664,-0.40043341021683
0.666,-0.10050450906644218
0.668,0.2008503512107518
0.67,0.4993563542934706
0.672,0.7907936278660193
0.674,1.0710785009959447
0.676,1.3363418079184852
0.678,1.5830025427226748
0.68,1.8078352737054448
0.682,2.008029866089461
0.684,2.181242234222487
0.686,2.3256350453885113
0.6880000000000001,2.439907522416406
0.6900000000000001,2.5233137362802682
0.6920000000000001,2.5756690373272324
0.6940000000000001,2.597344538822258
0.6960000000000001,2.5892498331734037
0.6980000000000001,2.552804383467765
0.7000000000000001,2.4898982848827775
0.7020000000000001,2.402843326450834
0.704,2.2943154982229506
0.706,2.1672902772616225
0.708,2.0249721838509736
0.71,1.8707202232922455
0.712,1.7079709158759788
0.714,1.5401606661431069
0.716,1.3706492313004894
0.718,1.202646017478974
0.72,1.0391408621562535
0.722,0.8828408531454051
0.724,0.7361145915571681
0.726,0.6009451313585666
0.728,0.4788926255731797
0.73,0.37106748342910634
0.732,0.27811459901320923
0.734,0.20020895579690334
0.736,0.13706264860199613
0.738,0.08794310116524773
0.74,0.051701999440668334
0.742,0.02681421402731332
0.744,0.011425755247829683
0.746,0.0034095966644793196
0.748,0.00042802193510838027
0.75,0.0
0.752,-0.0004280219351083525
0.754,-0.0034095966644792086
0.756,-0.01142575524782935
0.758,-0.026814214027312877
0.76,-0.051701999440667445
0.762,-0.0879431011652465
0.764,-0.13706264860199457
0.766,-0.20020895579690134
0.768,-0.2781145990132067
0.77,-0.37106748342910323
0.772,-0.47889262557317613
0.774,-0.600945131358563
0.776,-0.736114591557164
0.778,-0.8828408531454005
0.78,-1.0391408621562488
0.782,-1.202646017478969
0.784,-1.3706492313004848
0.786,-1.540160666143102
0.788,-1.7079709158759742
0.79,-1.870720223292241
0.792,-2.0249721838509696
0.794,-2.1672902772616185
0.796,-2.2943154982229474
0.798,-2.402843326450836
0.8,-2.4898982848827793
0.802,-2.552804383467766
0.804,-2.589249833173404
0.806,-2.5973445388222576
0.808,-2.5756690373272315
0.81,-2.523313736280267
0.812,-2.4399075224163997
0.8140000000000001,-2.325635045388509
0.8160000000000001,-2.1812422342224838
0.8180000000000001,-2.0080298660894487
0.8200000000000001,-1.8078352737054408
0.8220000000000001,-1.5830025427226706
0.8240000000000001,-1.3363418079184686
0.8260000000000001,-1.0710785009959398
0.8280000000000001,-0.790793627866014
0.8300000000000001,-0.4993563542934514
0.8320000000000001,-0.2008503512107464
0.834,0.10050450906643336
0.836,0.4004334102168213
0.838,0.6946890411250634
0.84,0.979133448431415
0.842,1.2498175173090111
0.844,1.5030563585623073
0.846,1.7354989719601521
0.848,1.9441906840738457
0.85,2.1266270208800893
0.852,2.2807978673467524
0.854,2.4052209838015144
0.856,2.498964187168854
0.858,2.5616557587591275
0.86,2.5934829034700497
0.862,2.59517835206572
0.864,2.5679954626000105
0.866,2.513672433076429
0.868,2.434386479302314
0.87,2.3326990541420582
0.872,2.2114933819893974
0.874,2.073905750809119
0.876,1.9232521397532496
0.878,1.7629518600906344
0.88,1.5964499487727086
0.882,1.4271400760307906
0.884,1.2582897104950268
0.886,1.0929692278836698
0.888,0.9339865536740972
0.89,0.783828798538009
0.892,0.644612180724384
0.894,0.5180413357755587
0.896,0.40537889539388094
0.898,0.30742597893102497
0.9,0.22451398828979408
0.902,0.15650783577132688
0.904,0.1028204705257939
0.906,0.062438308786498586
0.908,0.03395692191981314
0.91,0.015626100227994932
0.912,0.005403194776035125
0.914,0.0010134491880227081
0.916,1.5872706905409317e-05
0.918,-0.0001269215083242181
0.92,-0.0019765799637537773
0.922,-0.008046294191611236
0.924,-0.02072924107335461
0.926,-0.04222988477959033
0.928,-0.07449978125046297
0.93,-0.11917942270141502
0.932,-0.17754752084762215
0.934,-0.2504789565559338
0.936,-0.33841242434849417
0.9380000000000001,-0.44132857713522744
0.9400000000000001,-0.5587392348228968
0.9420000000000001,-0.6896879655415027
0.9440000000000001,-0.8327620859523552
0.9460000000000001,-0.9861158634316602
0.9480000000000001,-1.1475044438700663
0.9500000000000001,-1.3143277802978388
0.9520000000000001,-1.4836836052078701
0.9540000000000001,-1.6524282786085265
0.9560000000000001,-1.8172441593110737
0.9580000000000001,-1.9747119929643044
0.96,-2.1213866904208474
0.962,-2.25387478691062
0.964,-2.3689118281296677
0.966,-2.4634379247690212
0.968,-2.5346697523474724
0.97,-2.5801673477078273
0.972,-2.5978941655327037
0.974,-2.586269005226085
0.976,-2.544208597187913
0.978,-2.4711598438595197
0.98,-2.367120940285656
0.982,-2.232650846149598
0.984,-2.0688668407101236
0.986,-1.8774301579410588
0.988,-1.66051996543849
0.99,-1.4207962112980423
0.992,-1.1613521122808406
0.994,-0.8856572885497013
0.996,-0.5974927598185459
0.998,-0.30087920017663794
1.0,-5.878304635907295e-15
1.002,0.3008792001766263
1.004,0.5974927598185344
1.006,0.8856572885496903
1.008,1.1613521122808301
1.01,1.4207962112980326
1.012,1.660519965438481
1.014,1.8774301579410506
1.016,2.068866840710117
1.018,2.2326508461495926
1.02,2.367120940285651
1.022,2.471159843859516
1.024,2.544208597187911
1.026,2.5862690052260837
1.028,2.5978941655327037
1.03,2.5801673477078286
1.032,2.534669752347474
1.034,2.4634379247690243
1.036,2.368911828129672
1.038,2.253874786910625
1.04,2.1213866904208527
1.042,1.9747119929642958
1.044,1.8172441593110649
1.046,1.6524282786085327
1.048,1.4836836052078608
1.05,1.3143277802978295
1.052,1.1475044438700728
1.054,0.9861158634316515
1.056,0.8327620859523471
1.058,0.689687965541508
1.06,0.5587392348228901
1.062,0.4413285771352211
1.064,0.33841242434849794
1.066,0.2504789565559369
1.068,0.17754752084761838
1.07,0.11917942270141701
1.072,0.07449978125046441
1.074,0.04222988477958889
1.076,0.020729241073355276
1.078,0.00804629419161157
1.08,0.001976579963753583
1.082,0.000126921508324232
1.084,-1.587270690540238e-05
1.086,-0.001013449188022847
1.088,-0.005403194776034903
1.09,-0.015626100227994377
1.092,-0.033956921919814476
1.094,-0.06243830878649714
1.096,-0.10282047052579213
1.098,-0.15650783577132998
1.1,-0.22451398828979108
1.102,-0.3074259789310214
1.104,-0.40537889539388683
1.106,-0.5180413357755541
1.108,-0.6446121807243788
1.11,-0.783828798538017
1.112,-0.9339865536740911
1.114,-1.0929692278836636
1.116,-1.2582897104950361
1.118,-1.4271400760307842
1.12,-1.5964499487727022
1.122,-1.7629518600906435
1.124,-1.923252139753258
1.1260000000000001,-2.073905750809114
1.1280000000000001,-2.2114933819894045
1.1300000000000001,-2.3326990541420645
1.1320000000000001,-2.4343864793023107
1.1340000000000001,-2.513672433076433
1.1360000000000001,-2.5679954626000123
1.1380000000000001,-2.5951783520657195
1.1400000000000001,-2.593482903470049
1.1420000000000001,-2.561655758759125
1.1440000000000001,-2.4989641871688573
1.1460000000000001,-2.4052209838015086
1.1480000000000001,-2.2807978673467444
1.1500000000000001,-2.1266270208800955
1.1520000000000001,-1.944190684073844
1.154,-1.7354989719601817
1.156,-1.5030563585623282
1.158,-1.2498175173090338
1.16,-0.9791334484314521
1.162,-0.6946890411250883
1.164,-0.4004334102168469
1.166,-0.10050450906647351
1.168,0.2008503512107347
1.17,0.49935635429345376
1.172,0.7907936278659894
1.174,1.0710785009959292
1.176,1.3363418079184706
1.178,1.5830025427226502
1.18,1.8078352737054328
1.182,2.0080298660894504
1.184,2.18124223422247
1.186,2.325635045388504
1.188,2.4399075224164006
1.19,2.523313736280261
1.192,2.57566903732723
1.194,2.5973445388222576
1.196,2.589249833173406
1.198,2.5528043834677683
1.2,2.489898284882782
1.202,2.402843326450844
1.204,2.294315498222952
1.206,2.167290277261624
1.208,2.024972183850982
1.21,1.870720223292247
1.212,1.7079709158759804
1.214,1.5401606661431169
1.216,1.370649231300491
1.218,1.2026460174789757
1.22,1.0391408621562628
1.222,0.8828408531454064
1.224,0.7361145915571695
1.226,0.6009451313585741
1.228,0.4788926255731807
1.23,0.3710674834291071
1.232,0.2781145990132141
1.234,0.20020895579690412
1.236,0.1370626486019968
1.238,0.08794310116525006
1.24,0.051701999440668556
1.242,0.026814214027313543
1.244,0.011425755247830294
1.246,0.003409596664479375
1.248,0.000428021935108408
1.25,0.0
1.252,-0.00042802193510832476
1.254,-0.0034095966644792086
1.256,-0.011425755247829739
1.258,-0.026814214027312544
1.26,-0.05170199944066711
1.262,-0.08794310116524806
1.264,-0.1370626486019939
1.266,-0.2002089557969008
1.268,-0.2781145990132099
1.27,-0.37106748342910223
1.272,-0.47889262557317513
1.274,-0.6009451313585676
1.276,-0.7361145915571627
1.278,-0.8828408531453991
1.28,-1.039140862156255
1.282,-1.2026460174789673
1.284,-1.370649231300483
1.286,-1.5401606661431084
1.288,-1.7079709158759724
1.29,-1.8707202232922393
1.292,-2.024972183850975
1.294,-2.167290277261617
1.296,-2.294315498222946
1.298,-2.4028433264508395
1.3,-2.4898982848827784
1.302,-2.5528043834677656
1.304,-2.589249833173405
1.306,-2.597344538822258
1.308,-2.575669037327232
1.31,-2.5233137362802642
1.312,-2.439907522416405
1.314,-2.3256350453885104
1.316,-2.181242234222478
1.318,-2.0080298660894593
1.32,-1.807835273705443
1.322,-1.5830025427226617
1.324,-1.3363418079184832
1.326,-1.0710785009959425
1.328,-0.7907936278660034
1.33,-0.49935635429346814
1.332,-0.20085035121074934
1.334,0.10050450906645883
1.336,0.40043341021683243
1.338,0.6946890411250741
1.34,0.9791334484314385
1.342,1.249817517309021
1.344,1.5030563585623165
1.346,1.7354989719601708
1.348,1.944190684073853
1.35,2.126627020880103
1.352,2.280797867346764
1.354,2.4052209838015135
1.356,2.4989641871688604
1.358,2.5616557587591315
1.36,2.5934829034700497
1.362,2.595178352065719
1.364,2.567995462600007
1.366,2.5136724330764295
1.368,2.4343864793023062
1.37,2.332699054142049
1.372,2.2114933819893987
1.374,2.073905750809107
1.3760000000000001,1.9232521397532365
1.3780000000000001,1.762951860090636
1.3800000000000001,1.5964499487726944
1.3820000000000001,1.4271400760307764
1.3840000000000001,1.2582897104950286
1.3860000000000001,1.0929692278836562
1.3880000000000001,0.9339865536740841
1.3900000000000001,0.7838287985380106
1.3920000000000001,0.6446121807243729
1.3940000000000001,0.5180413357755486
1.3960000000000001,0.40537889539388205
1.3980000000000001,0.3074259789310174
1.4000000000000001,0.22451398828978764
1.4020000000000001,0.15650783577132732
1.4040000000000001,0.10282047052579002
1.4060000000000001,0.06243830878649559
1.408,0.033956921919815586
1.41,0.015626100227995043
1.412,0.005403194776035181
1.414,0.001013449188022958
1.416,1.5872706905409317e-05
1.418,-0.0001269215083242181
1.42,-0.0019765799637534165
1.422,-0.00804629419161118
1.424,-0.020729241073354387
1.426,-0.04222988477958767
1.428,-0.07449978125046253
1.43,-0.11917942270141446
1.432,-0.17754752084761538
1.434,-0.250478956555933
1.436,-0.33841242434849317
1.438,-0.441328577135216
1.44,-0.558739234822884
1.442,-0.6896879655415014
1.444,-0.8327620859523397
1.446,-0.9861158634316438
1.448,-1.1475044438700648
1.45,-1.3143277802978215
1.452,-1.4836836052078528
1.454,-1.6524282786085247
1.456,-1.8172441593110569
1.458,-1.9747119929642885
1.46,-2.121386690420846
1.462,-2.2538747869106186
1.464,-2.368911828129667
1.466,-2.4634379247690203
1.468,-2.5346697523474715
1.47,-2.5801673477078273
1.472,-2.5978941655327037
1.474,-2.586269005226085
1.476,-2.5442085971879136
1.478,-2.4711598438595206
1.48,-2.367120940285657
1.482,-2.2326508461495997
1.484,-2.0688668407101254
1.486,-1.8774301579410606
1.488,-1.6605199654384921
1.49,-1.4207962112980448
1.492,-1.1613521122808432
1.494,-0.885657288549704
1.496,-0.5974927598185487
1.498,-0.3008792001766408
1.5,-8.817456953860943e-15
1.502,0.30087920017662334
1.504,0.5974927598185316
1.506,0.8856572885496875
1.508,1.1613521122808277
1.51,1.4207962112980301
1.512,1.6605199654384788
1.514,1.8774301579410486
1.516,2.0688668407101147
1.518,2.232650846149591
1.52,2.3671209402856497
1.522,2.4711598438595157
1.524,2.5442085971879105
1.526,2.5862690052260833
1.528,2.5978941655327037
1.53,2.580167347707829
1.532,2.534669752347475
1.534,2.4634379247690252
1.536,2.368911828129673
1.538,2.253874786910626
1.54,2.121386690420854
1.542,1.9747119929642973
1.544,1.8172441593110664
1.546,1.6524282786085345
1.548,1.4836836052078626
1.55,1.3143277802978313
1.552,1.1475044438700746
1.554,0.986115863431653
1.556,0.8327620859523485
1.558,0.6896879655415094
1.56,0.5587392348228912
1.562,0.44132857713522233
1.564,0.33841242434849883
1.566,0.25047895655593766
1.568,0.17754752084761916
1.57,0.11917942270141757
1.572,0.07449978125046475
1.574,0.04222988477958911
1.576,0.020729241073355387
1.578,0.008046294191611625
1.58,0.0019765799637536108
1.582,0.00012692150832424587
1.584,-1.587270690539544e-05
1.586,-0.0010134491880228191
1.588,-0.0054031947760348475
1.59,-0.015626100227994266
1.592,-0.033956921919814254
1.594,-0.06243830878649692
1.596,-0.1028204705257918
1.598,-0.15650783577132954
1.6,-0.2245139882897904
1.602,-0.30742597893102064
1.604,-0.4053788953938857
1.606,-0.518041335775553
1.608,-0.6446121807243775
1.61,-0.7838287985380157
1.612,-0.9339865536740896
1.614,-1.0929692278836618
1.616,-1.2582897104950346
1.618,-1.4271400760307824
1.62,-1.5964499487727004
1.622,-1.762951860090642
1.624,-1.9232521397532567
1.6260000000000001,-2.073905750809112
1.6280000000000001,-2.211493381989403
1.6300000000000001,-2.332699054142063
1.6320000000000001,-2.4343864793023093
1.6340000000000001,-2.513672433076432
1.6360000000000001,-2.567995462600012
1.6380000000000001,-2.5951783520657195
1.6400000000000001,-2.593482903470049
1.6420000000000001,-2.5616557587591258
1.6440000000000001,-2.498964187168858
1.6460000000000001,-2.4052209838015095
1.6480000000000001,-2.280797867346746
1.6500000000000001,-2.1266270208800973
1.6520000000000001,-1.9441906840738459
1.6540000000000001,-1.7354989719601424
1.6560000000000001,-1.5030563585623078
1.6580000000000001,-1.2498175173090116
1.6600000000000001,-0.9791334484314024
1.6620000000000001,-0.6946890411250638
1.6640000000000001,-0.4004334102168218
1.666,-0.10050450906647646
1.668,0.20085035121073175
1.67,0.4993563542934508
1.672,0.7907936278659866
1.674,1.0710785009959265
1.676,1.3363418079184681
1.678,1.5830025427226477
1.68,1.8078352737054306
1.682,2.0080298660894487
1.684,2.1812422342224687
1.686,2.325635045388503
1.688,2.4399075224163993
1.69,2.5233137362802607
1.692,2.5756690373272297
1.694,2.5973445388222576
1.696,2.5892498331734064
1.698,2.5528043834677687
1.7,2.48989828488279
1.702,2.402843326450836
1.704,2.294315498222953
1.706,2.167290277261638
1.708,2.0249721838509696
1.71,1.8707202232922489
1.712,1.7079709158759977
1.714,1.5401606661431022
1.716,1.3706492313004928
1.718,1.2026460174789928
1.72,1.0391408621562492
1.722,0.8828408531454078
1.724,0.7361145915571842
1.726,0.600945131358563
1.728,0.4788926255731819
1.73,0.37106748342911766
1.732,0.2781145990132068
1.734,0.20020895579690468
1.736,0.13706264860200257
1.738,0.0879431011652465
1.74,0.05170199944066878
1.742,0.026814214027315653
1.744,0.01142575524782935
1.746,0.003409596664479486
1.748,0.00042802193510851905
1.75,0.0
1.752,-0.00042802193510832476
1.754,-0.003409596664478598
1.756,-0.011425755247829628
1.758,-0.026814214027312322
1.76,-0.05170199944066389
1.762,-0.08794310116524762
1.764,-0.13706264860199358
1.766,-0.20020895579689324
1.768,-0.2781145990132091
1.77,-0.37106748342910145
1.772,-0.47889262557316314
1.774,-0.6009451313585664
1.776,-0.7361145915571613
1.778,-0.8828408531453832
1.78,-1.0391408621562532
1.782,-1.202646017478966
1.784,-1.3706492313004655
1.786,-1.5401606661431066
1.788,-1.7079709158759708
1.79,-1.8707202232922229
1.792,-2.0249721838509736
1.794,-2.167290277261616
1.796,-2.2943154982229337
1.798,-2.402843326450838
1.8,-2.4898982848827775
1.802,-2.5528043834677603
1.804,-2.5892498331734046
1.806,-2.597344538822258
1.808,-2.575669037327236
1.81,-2.523313736280265
1.812,-2.439907522416406
1.814,-2.3256350453885237
1.816,-2.1812422342224798
1.818,-2.0080298660894615
1.82,-1.8078352737054653
1.822,-1.5830025427226642
1.824,-1.3363418079184857
1.826,-1.071078500995971
1.828,-0.7907936278660062
1.83,-0.499356354293471
1.832,-0.2008503512107806
1.834,0.10050450906645589
1.836,0.4004334102168295
1.838,0.6946890411250439
1.84,0.9791334484314358
1.842,1.2498175173090185
1.844,1.503056358562291
1.846,1.7354989719601688
1.848,1.9441906840738512
1.85,2.1266270208800857
1.852,2.2807978673467626
1.854,2.4052209838015126
1.856,2.4989641871688524
1.858,2.561655758759131
1.86,2.5934829034700497
1.862,2.5951783520657203
1.864,2.567995462600007
1.866,2.5136724330764304
1.868,2.4343864793023156
1.87,2.33269905414205
1.872,2.2114933819893996
1.874,2.073905750809095
1.8760000000000001,1.9232521397532378
1.8780000000000001,1.7629518600906375
1.8800000000000001,1.5964499487726802
1.8820000000000001,1.4271400760307782
1.8840000000000001,1.2582897104950304
1.8860000000000001,1.0929692278836425
1.8880000000000001,0.9339865536740857
1.8900000000000001,0.7838287985380118
1.8920000000000001,0.6446121807243617
1.8940000000000001,0.5180413357755498
1.8960000000000001,0.40537889539388294
1.8980000000000001,0.30742597893100976
1.9000000000000001,0.2245139882897883
1.9020000000000001,0.15650783577132799
1.9040000000000001,0.10282047052578613
1.9060000000000001,0.06243830878649592
1.9080000000000001,0.03395692191981359
1.9100000000000001,0.0156261002279926
1.9120000000000001,0.0054031947760346255
1.9140000000000001,0.0010134491880227636
1.9160000000000001,1.5872706905381562e-05
1.9180000000000001,-0.00012692150832425975
1.92,-0.001976579963753694
1.922,-0.00804629419161107
1.924,-0.020729241073352722
1.926,-0.04222988477958989
1.928,-0.07449978125046208
1.93,-0.11917942270140913
1.932,-0.17754752084762093
1.934,-0.25047895655593233
1.936,-0.3384124243484832
1.938,-0.4413285771352251
1.94,-0.5587392348228827
1.942,-0.689687965541487
1.944,-0.8327620859523523
1.946,-0.9861158634316423
1.948,-1.1475044438700477
1.95,-1.3143277802978355
1.952,-1.483683605207851
1.954,-1.6524282786085074
1.956,-1.8172441593110706
1.958,-1.974711992964287
1.96,-2.1213866904208314
1.962,-2.2538747869106293
1.964,-2.368911828129666
1.966,-2.4634379247690115
1.968,-2.534669752347477
1.97,-2.5801673477078264
1.972,-2.5978941655327032
1.974,-2.586269005226083
1.976,-2.5442085971879145
1.978,-2.47115984385953
1.98,-2.3671209402856466
1.982,-2.232650846149601
1.984,-2.068866840710144
1.986,-1.8774301579410433
1.988,-1.6605199654384943
1.99,-1.4207962112980708
